Log2 (prot/body) MDAMB231*,Log2 (prot/body) U87,Log2 (prot/body) PC3M,Log2 (prot/body) WM266.4,Log2 (prot/body) RPE,Log2 (prot/body) BJ, Gene name,,,
0.869695,0.473773,0.215045,-0.5529,0.472171,1.3296,NCL,,,
-0.619165,0.606673,-0.295396,0.209296,0.469712,-0.000620842,ACTR1B,,,
0.524437,-1.97719,-0.23266,-2.15659,-2.28171,-3.24087,SLC35F5,,,
0.221785,-0.197893,0.257782,-0.340684,0.0357647,-0.505686,ACTR3,,,
-0.787865,-3.43565,-0.352242,NaN,-2.26522,NaN,STEAP3,,,
0.55133,NaN,-0.740807,NaN,0.344831,5.77259,EPB41L5,,,
NaN,NaN,NaN,0.6886,NaN,NaN,TFCP2L1,,,
1.52478,0.0622618,0.643558,0.59465,1.20397,0.365242,SF3B6,,,
NaN,2.44427,4.67423,0.540055,0.697227,-0.573185,TP53I3,,,
NaN,NaN,NaN,1.19019,NaN,0.273123,DNAJC27,,,
0.857195,1.1999,-0.466632,-1.51814,0.17048,0.088563,STAM2,,,
0.259473,-0.227403,-1.3434,-1.12066,-0.188601,-1.48863,GPD2,,,
-0.976847,-0.809093,0.447954,0.35437,1.1474,2.69459,CENPA,,,
-0.0738425,-1.26573,-2.17126,-0.159133,-1.36263,-1.41024,ACVR1,,,
-0.126865,-1.85341,1.11784,-0.395638,-0.791122,-0.0132322,TANC1,,,
0.22706,0.526279,1.23983,0.859711,0.672193,-1.16123,MPV17,,,
-0.252912,-0.740154,0.130406,-0.0108128,0.672692,NaN,GTF3C2,,,
0.0152625,0.0164092,0.105947,-0.463468,-0.0761271,-0.870923,EIF2B4,,,
-0.00195003,0.000928164,0.758927,-0.608167,0.0388298,0.0994353,NRBP1,,,
-0.476367,2.11539,NaN,5.16349,0.245219,1.80477,FNDC4,,,
NaN,NaN,NaN,-1.39466,-1.20228,-2.3758,ITGA4,,,
0.44926,-0.418896,-0.735582,-0.473616,-0.284817,-0.878167,PSMD14,,,
0.315435,-0.224677,0.573828,-0.221332,-0.0958443,0.209692,SNX17,,,
-0.23501,-1.34,-0.548162,NaN,-0.371909,NaN,GPR75-ASB3,,,
-0.2312,0.0528014,-0.443792,-0.0417066,0.38932,0.504837,PPM1G,,,
-1.10127,NaN,-0.910733,0.200967,2.20372,4.91698,REEP6,,,
NaN,NaN,2.67423,NaN,NaN,NaN,PCSK4,,,
NaN,NaN,NaN,-3.6694,NaN,NaN,APC2,,,
0.51621,NaN,1.78971,NaN,-0.281711,0.359602,IFIH1,,,
0.14828,2.16674,-1.02621,-3.92574,-1.81421,2.30227,GCA,,,
-1.30782,2.58177,1.40414,-0.91451,0.0314469,0.180014,INO80B,,,
-3.64301,-2.98784,-1.54367,-1.93329,-0.873593,-6.16184,MOGS,,,
-1.18092,0.328794,1.48159,1.20097,-0.577167,-0.828975,FLJ12788,,,
-1.37061,1.32602,0.324964,0.969417,0.768165,1.38499,NDUFS7,,,
-0.778332,-2.75213,2.37467,NaN,NaN,1.37266,PCGF1,,,
NaN,-0.76218,1.38472,NaN,-1.17788,4.19709,GRB14,,,
0.504158,-0.905034,0.464307,-0.0165315,-0.325433,NaN,CLIP4,,,
NaN,0.31874,NaN,0.740886,-0.0954924,NaN,TLX2,,,
-0.06943,0.0530798,0.0224233,-0.893105,-0.895514,1.17555,SPTBN1,,,
-0.82453,-0.247052,-0.287149,-0.879717,-1.59391,-0.498893,AUP1,,,
NaN,-1.65104,-0.755422,-1.3731,-1.16993,-0.919721,RTN4,,,
-0.80055,-0.172401,0.411195,-1.07826,-0.617646,0.166208,HTRA2,,,
NaN,NaN,NaN,-1.91543,-3.32611,-0.650113,LOXL3,,,
-1.40977,-0.0510342,-1.21885,-1.80064,0.828472,-0.367026,DOK1,,,
0.453595,NaN,-1.11427,NaN,NaN,NaN,GALNT3,,,
0.96807,0.974672,0.0788507,0.700686,0.679754,-0.205948,POLE4,,,
0.659638,-0.178896,-0.201144,-0.0143094,0.569,0.679858,CCDC88A,,,
-0.145568,-1.27252,-0.463273,-0.515298,0.467746,-0.79084,EVA1A,,,
0.798172,0.186832,-0.312473,-0.877985,0.0783601,1.58828,MRPL19,,,
0.754642,-0.184318,0.55967,-0.00892305,-0.423067,-0.913708,LANCL1,,,
1.10152,-1.13597,-0.823086,-1.42285,0.202488,-0.497706,WDR75,,,
-0.442985,NaN,NaN,NaN,-2.55912,-4.20628,EFEMP1,,,
0.95504,-0.578513,-0.518415,-1.92733,0.746304,-1.22536,FANCL,,,
NaN,-0.396927,1.91406,-2.42597,-1.51282,-0.919335,FN1,,,
0.555558,-0.176285,0.23779,-0.781199,-0.0723209,0.363576,STAT1,,,
-0.242903,0.868769,0.753985,-0.49086,-0.21907,0.215074,GLS,,,
0.248655,1.12234,-0.579527,-1.87451,0.164353,0.84659,PAPOLG,,,
0.168257,3.9297,-0.459036,-0.560874,1.27918,NaN,PECR,,,
0.442487,-3.87766,0.057559,-0.997251,-1.47436,-2.03605,UNC50,,,
NaN,NaN,-1.54522,-2.60736,NaN,4.43155,IGFBP2,,,
-1.10092,1.40775,2.3372,-1.91451,NaN,NaN,ELMOD3,,,
NaN,NaN,NaN,-2.35624,0.299976,-1.06606,IGFBP5,,,
0.859542,1.03988,0.447782,1.02187,0.916297,0.380586,USP34,,,
-0.307313,NaN,NaN,-0.84997,NaN,NaN,EFHD1,,,
0.83601,-0.509846,-0.0774446,-0.125498,-0.0890656,-0.86438,CCT4,,,
-0.35426,-2.04272,0.0625005,0.440772,-0.749022,0.323028,GGCX,,,
1.0679,0.298342,0.116853,0.480808,0.290428,0.787696,EHBP1,,,
NaN,-2.67121,0.471413,NaN,0.133327,0.810064,TXNDC9,,,
0.962993,-0.25888,-0.478261,0.435458,-0.544745,0.418211,COQ10B,,,
0.20066,-0.632098,-0.385551,0.128452,-1.5925,0.0426459,SF3B1,,,
0.54553,-0.479108,NaN,NaN,NaN,-0.0278792,ST3GAL5,,,
-0.968073,-1.70773,-0.910732,NaN,0.133327,NaN,CHST10,,,
1.31719,0.0609419,-0.0362635,0.234937,-1.08907,-1.3758,PDCL3,,,
1.32962,0.752393,0.0375061,NaN,-0.346666,0.161552,MOB4,,,
2.44636,-0.471093,-0.419694,0.916974,1.02726,0.695392,HSPE1,,,
0.201898,0.415125,-0.595231,1.02136,0.307356,0.822048,KDM3A,,,
-0.55658,NaN,NaN,NaN,NaN,2.50194,PLCD4,,,
0.51824,1.03124,0.119145,0.275314,0.0470877,0.789641,CHMP3,,,
-1.4395,NaN,-0.356797,NaN,NaN,NaN,ZNF142,,,
-0.438772,-3.67516,NaN,NaN,-1.00963,-1.70263,IL1R1,,,
NaN,NaN,1.56731,NaN,NaN,NaN,SLC9A2,,,
0.68622,-0.854724,0.063993,-0.998076,-0.391715,0.098455,FHL2,,,
-0.629105,-0.244165,-0.19084,1.03238,0.0920196,-2.25961,MLPH,,,
-2.15945,-0.649629,-1.02176,-2.06426,-0.241713,-0.621559,CNPPD1,,,
NaN,-0.165205,-1.3017,-2.09103,-1.87892,-2.24289,UXS1,,,
-0.0735525,-0.877657,NaN,NaN,NaN,NaN,ABCB6,,,
-0.0292375,2.76959,-0.306661,-4.39833,0.674402,0.798695,STK16,,,
NaN,0.316759,0.195817,0.785161,0.448611,0.484612,HDLBP,,,
0.658098,0.521411,-0.466251,0.525402,0.274683,0.339338,PPP1R7,,,
-1.49703,-0.117608,NaN,NaN,NaN,NaN,PASK,,,
NaN,-0.116169,0.0892673,0.674857,0.377683,-0.0936065,STK25,,,
NaN,-1.76013,0.0942335,0.946215,1.69967,-0.237986,ID2,,,
0.347457,-0.40434,-1.26919,-1.61495,-0.930804,0.302269,TAF1B,,,
0.0718248,0.497066,0.224704,1.16048,0.479015,-0.754562,HPCAL1,,,
1.68248,0.0685465,0.151598,1.55539,0.133327,-0.475338,ODC1,,,
0.893145,1.01473,0.629376,-0.118993,0.886412,-0.539468,BIRC6,,,
1.15635,1.47149,-0.331623,-0.451644,-0.823605,0.365964,NOL10,,,
0.44091,0.547443,0.538927,-0.192635,0.262038,-0.262866,PLEKHB2,,,
0.126305,-0.422755,0.0538192,0.854938,0.604947,-0.198498,GORASP2,,,
0.09782,0.36113,0.254691,-0.217903,0.0593262,0.336217,STRN,,,
1.05564,-0.210413,-0.162683,-0.748152,-0.0798244,0.78233,CEBPZ,,,
0.16438,0.330538,0.0721941,1.10319,-0.397188,-0.282693,PRKD3,,,
0.109125,-1.87766,-0.986968,1.39034,-1.52964,-3.57688,DCAF17,,,
NaN,-3.19959,NaN,-1.1669,NaN,NaN,QPCT,,,
NaN,0.166159,0.217851,-0.38179,-0.56057,-0.0194058,RAB3GAP1,,,
0.37915,0.607769,-0.560235,0.488352,-3.52964,0.396906,SLC25A12,,,
NaN,NaN,-1.0913,NaN,NaN,NaN,RMDN2,,,
NaN,0.322642,-0.799701,0.205071,2.61875,0.414744,DLX2,,,
NaN,-0.0795105,-0.490281,0.173798,-0.237767,-0.0501895,DARS,,,
0.47505,-0.525754,-0.0983596,-1.19266,-0.3332,-0.0466518,SRSF7,,,
-3.83228,-2.53454,-0.81102,-2.21689,-1.62443,-0.948014,SDC1,,,
-1.68397,-0.48534,-0.803817,-1.46295,NaN,NaN,SLC1A4,,,
-0.359497,1.86718,0.330276,-0.213969,0.0747318,0.0158424,SOS1,,,
2.1972,-1.07578,NaN,NaN,NaN,-2.97784,KYNU,,,
-2.19426,1.77196,NaN,-0.0844359,0.297957,-0.13178,WIPF1,,,
-0.071205,0.0552285,-0.822889,0.985954,0.392414,2.09235,ORC2,,,
1.38536,-0.115521,0.788313,0.492644,0.46313,0.370389,COX7A2L,,,
1.28881,-0.0435231,-0.265733,-0.174468,-0.529638,0.14615,PNO1,,,
NaN,-0.62027,0.923258,0.0224795,-0.985972,-0.127415,ORC4,,,
-0.59154,-0.237427,-0.204793,-0.923532,-1.37547,0.0111203,ARHE,,,
0.940567,1.61877,0.643203,0.461533,0.690383,-0.138303,ATF2,,,
0.178215,-1.24689,-0.152051,-0.809813,0.464532,-2.23277,THADA,,,
0.257753,0.996262,0.78808,0.985225,0.0810499,1.11545,AAK1,,,
2.84441,2.02556,1.74805,2.07023,2.39311,3.67108,ALS2CR3,,,
1.02348,NaN,NaN,NaN,NaN,2.82952,C2orf42,,,
0.165505,0.281541,0.242514,0.871621,-0.982151,2.30227,TIA1,,,
-0.165213,-1.287,-1.3691,-4.72829,-2.66699,-1.7478,PCYOX1,,,
-2.05012,1.16786,1.22357,0.355096,0.888214,0.639304,EPAS1,,,
NaN,-2.77074,-0.718087,-0.626585,0.133327,0.2128,ARID3A,,,
2.21666,0.233208,0.694479,1.01956,-0.491899,0.16982,SUMO1,,,
0.806445,0.387616,0.244319,0.097075,-0.402978,0.183266,NFE2L2,,,
0.306897,0.292268,-0.516912,-0.493132,0.693365,0.682999,MSH6,,,
0.856635,-0.00548244,-0.41848,0.367465,-0.203449,0.919293,PLEKHA3,,,
-0.301015,0.675596,-0.560235,1.85785,-0.281711,0.428447,SPR,,,
0.399835,NaN,-2.71809,NaN,-0.843954,-2.1383,EPHA4,,,
-0.59477,0.292268,-1.55459,2.82245,-0.627486,0.743975,PARD3B,,,
0.679887,-0.473667,0.105946,-0.708361,0.809856,0.383799,FARSB,,,
0.416755,1.30291,-0.0456619,NaN,0.658418,0.640139,ALMS1,,,
-1.28387,-0.0296605,-1.71809,-1.42324,1.13333,1.26163,BCL9,,,
NaN,0.306271,NaN,0.0809879,0.661794,-0.385507,PRRX1,,,
-1.37732,-2.5226,-1.50834,-0.961769,-0.57618,-1.63787,DHCR24,,,
-0.461335,-1.9792,-0.588804,-1.36128,-0.486825,-1.44335,DNAJC16,,,
NaN,1.02923,-1.6477,NaN,3.45525,NaN,MARK1,,,
-0.791818,-2.81626,0.259193,NaN,0.455255,NaN,MORN1,,,
NaN,NaN,NaN,-1.15719,NaN,NaN,GPX7,,,
NaN,-0.415642,-0.440103,0.785015,0.00500202,0.0996408,CACYBP,,,
1.28736,1.28308,0.74895,-1.20662,0.0863008,0.306709,SCP2,,,
NaN,1.79477,-0.693501,NaN,1.37433,NaN,PAPPA2,,,
1.10416,-1.06052,0.685037,-0.112924,0.167925,-0.635705,RALGPS2,,,
-0.950747,-0.157765,0.910464,1.43444,0.170801,-0.745427,CEP104,,,
0.782712,-0.718225,0.979084,0.333877,-1.28539,0.70714,FAM20B,,,
NaN,1.00276,-2.7852,-2.49947,2.26718,-0.127415,TCEANC2,,,
0.574095,-1.34613,-0.703441,-1.85932,-2.16542,-2.38346,TMEM59,,,
0.319997,0.130642,-0.999784,-0.555326,0.69454,0.224267,LRRC42,,,
-0.693953,-1.93655,-0.556814,-1.55837,NaN,-0.69773,WRAP73,,,
0.097605,0.994882,0.201582,1.1168,0.871311,0.274962,MRPL37,,,
0.068205,-0.382094,-0.00510263,-0.981006,-0.270466,-0.691472,ICMT,,,
-1.59425,-1.85487,-1.37529,-2.0854,-2.30593,-2.73315,QSOX1,,,
0.369622,0.966692,0.117837,2.17038,-1.00963,1.13659,STXBP3,,,
-0.881503,-0.5205,-1.41975,-0.821401,0.179423,0.118135,PHF13,,,
1.34703,0.667678,0.671134,0.598865,-1.08495,-0.608075,ERRFI1,,,
1.21467,0.2944,-0.306553,0.63171,0.712916,-0.0655475,PARK7,,,
NaN,2.42977,NaN,NaN,NaN,NaN,KIAA1324,,,
-1.88476,-1.19275,0.564047,0.214223,0.217391,-0.87064,AMPD2,,,
-0.26813,0.739986,0.0191064,0.81001,0.254844,0.627755,SRSF4,,,
0.810027,-0.542673,2.2909,-1.86405,-0.911067,-2.02788,MECR,,,
-0.924035,0.842961,1.8548,NaN,NaN,1.14133,KCNC4,,,
-0.0321775,-1.66744,-1.09918,-1.8865,-1.58374,-0.432269,EDEM3,,,
0.0581599,0.770041,-0.176627,1.29617,-2.89221,0.109625,WDR77,,,
1.09684,0.273408,0.244242,0.193194,0.142429,0.236286,ATP5F1,,,
1.08211,-0.208244,1.47415,-0.4437,-0.469875,0.771039,RAP1A,,,
0.438585,-0.413447,0.575295,-0.185746,-0.903906,0.364721,HDAC1,,,
NaN,0.0117791,0.379998,0.132771,-0.168007,0.529316,CAPZA1,,,
-0.0319624,0.598076,-1.70428,0.48542,-1.38373,-0.672784,S100PBP,,,
-0.598922,NaN,0.649983,0.284209,NaN,NaN,RNF19B,,,
-0.32032,-0.0652845,0.154452,-1.15768,-1.71467,NaN,SCAMP3,,,
-1.06801,NaN,NaN,NaN,NaN,0.787696,TRIM62,,,
-0.295253,0.481424,0.129531,1.99529,-0.15697,1.12403,ASH1L,,,
-0.74117,-0.246663,-0.15469,0.186924,-0.350747,-0.508436,SFPQ,,,
NaN,NaN,NaN,-0.0844356,NaN,2.69459,RHOU,,,
-0.225102,-0.606803,-0.833565,0.282622,0.0402169,-0.49304,GON4L,,,
-1.10889,-0.518971,0.851108,-0.98299,0.510396,-0.966726,ARHGEF2,,,
1.19211,0.497088,0.0691485,1.19509,0.108914,0.211504,LAMTOR2,,,
-2.47564,-1.19082,0.209389,0.537053,0.116838,-1.36341,MEF2D,,,
0.85878,2.35116,-0.254217,-0.366207,0.482911,3.84659,DOCK7,,,
-0.19923,1.37346,0.531347,0.925279,0.754815,0.785051,SRM,,,
-0.979377,NaN,0.352302,-0.751391,4.38125,1.6242,FBXO2,,,
0.03245,NaN,0.603841,0.178599,NaN,NaN,FBXO6,,,
1.52017,-0.749631,-0.408232,0.64865,1.25708,0.84659,C1orf21,,,
NaN,NaN,-0.32577,-3.90886,0.355719,NaN,SWT1,,,
-0.53189,1.18614,0.35626,0.749887,0.615195,1.18625,MAD2L2,,,
0.3334,-2.61462,-0.647698,0.943045,NaN,-1.64526,DNAJC6,,,
NaN,0.65608,3.13366,1.74564,-0.668993,-0.418755,LEPR,,,
0.392993,0.105006,-0.574942,0.202472,-0.318439,0.769549,IVNS1ABP,,,
-1.54209,-1.94477,-1.22474,-1.63561,-0.291323,-1.39537,KIAA2013,,,
-0.14688,0.28142,0.775769,-0.207517,0.517169,0.607918,MFN2,,,
-2.04783,0.292268,0.552924,-2.19991,0.618753,-2.64526,MIIP,,,
0.477372,-0.185248,-0.542799,0.846143,-0.111786,1.38185,SMG7,,,
0.725725,NaN,1.02381,NaN,1.18395,NaN,NCF2,,,
0.381205,-2.48534,0.290902,-5.06933,-0.590343,-1.1985,SLC35D1,,,
NaN,-0.12277,0.00680542,NaN,NaN,-1.11277,PLA2G4A,,,
-0.67892,-0.321646,-0.97438,0.171302,-0.53078,0.195354,GADD45A,,,
-0.521985,-2.80275,-0.313059,-1.49389,-3.72758,-0.91833,WLS,,,
-0.341115,0.840199,0.744619,0.363024,1.61037,0.909855,PRDM2,,,
NaN,1.38538,-1.06433,-0.268891,-0.179556,-1.99036,RGS2,,,
0.988922,0.183404,0.704392,-0.911558,-0.12043,-0.4215,TROVE2,,,
0.799768,0.0280154,-1.28068,0.454357,-0.0429239,-0.528636,UCHL5,,,
1.11219,0.249832,0.0535755,0.0570812,0.887674,1.39202,BCAS2,,,
-0.500745,0.0658314,-0.454694,0.261276,-0.00326729,-0.0363317,SRSF11,,,
0.451968,-0.456194,0.728002,-0.76626,0.0968008,NaN,CTH,,,
-0.12288,NaN,-0.773229,2.50053,3.2488,NaN,AGMAT,,,
NaN,-2.22431,0.67423,-0.698253,NaN,-2.44496,OLFML3,,,
-2.24261,0.0535328,0.0909324,-0.538644,0.47358,0.219894,PLEKHM2,,,
0.931198,0.0203431,0.365599,-0.470823,-0.0250392,-0.878567,CRYZ,,,
0.310387,0.10022,0.384724,0.303169,-0.957821,-3.76484,PHTF1,,,
-1.47426,0.0374539,-0.264369,-0.0844355,-0.451636,1.71002,ZBTB17,,,
0.461358,-2.59589,0.0755925,-5.97521,-1.81153,-1.81094,CD58,,,
-1.8199,NaN,NaN,-0.516152,NaN,NaN,TFAP2E,,,
NaN,3.16674,NaN,NaN,NaN,NaN,CD2,,,
-0.20128,0.889896,-0.229555,-1.87678,-0.25662,NaN,TTF2,,,
NaN,2.46812,NaN,NaN,NaN,NaN,KIF21B,,,
-1.36593,-1.45103,-0.496956,-0.821402,-2.08494,-1.5025,TMEM9,,,
-0.8782,-0.553511,-0.665519,0.443944,-0.199426,-0.382771,ADPRHL2,,,
-2.1585,-0.0967224,-0.25362,0.342265,-0.0608931,-0.0538745,MAP7D1,,,
0.0351875,-1.21869,0.701711,-0.16623,0.490261,1.566,WARS2,,,
0.23633,-0.385804,2.15966,NaN,1.23642,0.872585,OSCP1,,,
1.20078,0.191764,0.594262,1.72461,0.657593,0.70666,MRPS15,,,
1.50E-05,0.17679,-0.229555,-0.736513,0.0168123,-0.824488,EXOC8,,,
1.03885,0.657723,0.499455,0.366042,0.119906,0.955297,GNPAT,,,
NaN,-0.0109236,-0.385641,-0.56215,-0.0713639,-1.3434,TSNAX,,,
-0.459697,0.335336,-1.23103,-0.373942,-3.58549,0.878299,C1orf109,,,
1.26318,-1.4302,1.02889,0.128896,-0.0411711,0.840438,RRAGC,,,
0.862382,-0.60651,-0.790438,-1.19991,0.56698,-1.99191,TBCE,,,
NaN,NaN,0.214798,-2.21432,-3.08045,-5.26541,NID1,,,
1.00531,1.03429,2.06655,-0.0160489,0.0599532,-2.58154,LGALS8,,,
0.363862,0.782073,1.51377,0.603905,0.291756,2.03019,MTR,,,
NaN,NaN,NaN,-0.167176,NaN,NaN,BMP8B,,,
NaN,NaN,0.0892677,NaN,NaN,NaN,MYCL,,,
NaN,0.615675,-0.0456619,0.316556,NaN,-4.26542,SIPA1L2,,,
0.23949,-0.693716,-1.08273,-1.47871,-0.087225,-0.47204,RLF,,,
NaN,NaN,2.76169,2.36302,NaN,NaN,ZNF684,,,
NaN,2.07468,NaN,-0.370958,NaN,NaN,RIMS3,,,
1.38511,1.18013,-1.10713,0.244941,0.663559,0.557083,AKT3,,,
-0.536895,NaN,0.67423,-1.17921,-0.709948,NaN,ETV3,,,
0.677058,0.214601,0.642521,0.0478559,-1.28408,-0.0058527,ACADM,,,
0.76941,-1.51509,0.214798,-1.26766,NaN,0.142791,ADGRL2,,,
NaN,-0.614623,NaN,NaN,NaN,NaN,PADI2,,,
0.43641,-0.45744,0.621489,-0.0700083,0.0124016,-0.064405,SDHB,,,
-1.10205,1.29227,NaN,NaN,NaN,NaN,MFAP2,,,
1.24846,0.841606,-0.152754,0.720126,0.065155,0.326249,RPF1,,,
0.0408075,-1.21869,0.95525,0.363893,0.0945072,-0.0231872,KDM5B,,,
1.3133,-0.115817,0.544462,-0.89179,-0.185952,0.232635,UAP1,,,
NaN,-0.584875,-0.823269,-0.00470877,-1.45771,-0.572199,CTBS,,,
1.51984,0.0863636,1.05124,-0.423585,-0.129429,-0.337697,RGS4,,,
0.666565,-0.76563,-1.39323,-0.629597,-0.217581,0.863464,KLHL12,,,
0.600495,-0.218148,0.0152674,0.686083,-0.134607,-0.867656,SSX2IP,,,
1.33638,-0.133217,0.398596,0.729004,-2.50527,0.0489287,ZNHIT6,,,
0.938775,-0.387022,-0.216398,1.09569,-0.163875,-1.48456,RBBP5,,,
1.26379,NaN,-0.162271,0.269201,-0.104833,0.634845,GBP3,,,
1.3874,-0.316942,NaN,-5.1719,-1.30147,-0.816161,GBP1,,,
NaN,NaN,-2.72266,NaN,-2.01868,NaN,GPR89A,,,
NaN,NaN,0.504305,NaN,-1.24519,NaN,CDK18,,,
0.431603,0.46539,0.164369,0.241487,0.284636,0.0338569,RAB29,,,
-2.44153,-1.1425,-0.872463,-2.70945,-1.4507,-2.49349,ECE1,,,
0.319723,0.353362,0.767339,0.500527,0.117385,-1.17578,HMGCL,,,
-0.423205,0.0324004,0.109446,1.83173,-0.3521,-0.652876,GALE,,,
-1.52979,-1.43523,-1.0593,-4.1719,0.697077,-0.318154,ID3,,,
1.29227,-2.80576,-1.27723,-1.28535,-2.53652,-0.764845,CD46,,,
0.240423,-2.2083,-0.0569534,-0.166898,1.07888,-1.25495,PRPF3,,,
-0.58795,0.772308,-0.317387,-0.514858,-0.333841,-0.661355,APH1A,,,
-2.27713,-2.14684,0.67423,NaN,-3.11859,-2.41001,LEPRE1,,,
-2.7124,-1.23459,-0.972133,NaN,-1.60054,-0.927212,SLC2A1,,,
0.80131,0.139479,-0.27716,-0.919151,-0.196379,0.933774,EBNA1BP2,,,
-2.41617,-0.642682,-0.441247,-0.170313,-0.0388546,0.474389,CDC20,,,
-4.00181,-0.380158,NaN,NaN,2.0078,NaN,ARTN,,,
-1.02981,2.55975,0.866875,NaN,-1.70317,1.40918,IPO13,,,
-0.314395,-0.929514,-0.595859,-2.03527,-0.308429,-0.553934,ATP6V0B,,,
-1.67063,1.23962,0.111725,1.08211,1.43439,0.304395,B4GALT2,,,
0.23117,3.3318,0.251539,-1.23644,-0.00417709,NaN,ERI3,,,
-0.19142,0.296593,-0.000254631,0.366226,0.127635,-1.14007,AKR1A1,,,
NaN,0.432348,0.548473,0.498913,0.0258017,-0.19065,PRDX1,,,
NaN,0.263003,-1.26349,-0.333464,0.0882387,-0.990836,PIK3R3,,,
0.63128,1.12234,-0.631678,1.47251,1.71829,4.10962,TSPAN1,,,
1.33414,0.214265,-1.10713,-0.681676,0.175555,0.488136,BLZF1,,,
NaN,-0.201064,NaN,1.21911,-0.674028,NaN,CCDC181,,,
-0.33683,NaN,-2.13312,0.307882,-0.591039,NaN,SLC19A2,,,
-0.0747475,0.0121596,-0.726868,0.273117,-0.391765,-2.89038,NSUN4,,,
NaN,-3.10005,-1.40701,-1.29389,-1.83191,-2.07868,TMED5,,,
NaN,1.00041,0.207741,0.951324,0.0123105,0.0623188,DR1,,,
0.24589,-0.62973,0.326307,-0.108533,-0.342155,0.157605,CNN3,,,
0.67494,0.411264,0.5832,0.0463834,0.323285,0.948961,PRRC2C,,,
0.298155,-0.849088,-1.01383,NaN,-1.99045,-0.757354,F3,,,
0.312153,-0.320175,-0.442493,0.928621,-0.428553,-0.451091,ABCD3,,,
1.12896,0.591828,-0.306911,0.0588212,1.005,-2.58287,VAMP4,,,
0.990277,-0.147923,-0.417513,0.932243,0.848096,-0.492412,DPH5,,,
-0.55266,-0.78746,-1.74081,NaN,NaN,NaN,PTBP2,,,
NaN,NaN,-0.232661,NaN,NaN,NaN,TNFSF4,,,
1.10611,0.366989,0.428853,0.1585,-0.49549,0.684839,PRDX6,,,
0.493695,0.555302,-0.00929642,-0.958905,0.718289,0.711075,DARS2,,,
1.09624,-0.940393,-0.4885,-1.6893,0.0364652,-0.781999,DIEXF,,,
0.136298,0.955233,1.57469,0.535717,0.00779581,1.48402,RCAN3,,,
1.34836,0.303239,0.0197272,0.321155,0.239651,1.03115,SYF2,,,
0.0662899,-1.21252,-2.04002,-0.617704,-0.839193,0.446659,RSRP1,,,
0.68134,-0.941787,-0.350645,NaN,-3.02195,0.409184,SLC35A3,,,
-0.144417,0.185768,-0.098999,-1.79015,0.251382,0.154479,RCOR3,,,
0.870485,0.347997,-0.151655,0.359847,0.445879,0.345692,STMN1,,,
-0.102705,-0.260029,0.217852,-0.53963,1.62593,0.753749,MTFR1L,,,
-0.67182,-0.408948,-0.183751,-1.6694,-0.667769,3.47886,NEK2,,,
-1.21177,0.834417,0.436433,0.13978,0.618753,-2.59082,RPS6KA1,,,
0.62573,0.948313,-0.340126,-0.0314865,-0.234405,-0.673751,DHDDS,,,
0.416425,1.01599,0.402501,0.180604,0.782161,-1.38362,NENF,,,
1.22216,-0.691732,0.492232,-0.802036,0.855342,-0.511318,NSL1,,,
NaN,-0.807268,NaN,-0.61495,NaN,NaN,PROX1,,,
-2.47045,0.385377,-0.286242,-0.48273,-0.51875,-0.0474195,ARID1A,,,
0.0176375,-0.874255,-0.410304,0.309446,0.0594568,2.04441,CENPF,,,
0.230788,0.0501926,-0.135439,-0.827161,0.332999,-0.529277,RPA2,,,
-0.84713,-1.12394,0.0978808,0.0716839,-0.143514,-1.36611,PPP1R8,,,
0.50896,-0.655265,0.1296,-0.0688386,0.159678,-0.0101147,STX12,,,
0.03823,NaN,-1.6477,NaN,0.00779533,NaN,Mar-02,,,
0.930412,0.448387,0.0727797,-0.456034,-0.498481,-0.818226,OSBPL9,,,
0.06871,-1.07128,-0.346571,-0.592582,-0.474356,-0.55906,TXNDC12,,,
-0.437095,-1.18627,-0.846301,-1.20706,-2.04859,-1.64526,ESYT2,,,
0.114415,-0.0729134,-0.381113,1.25541,-0.926052,0.867264,CD3EAP,,,
-0.526052,-2.10303,-1.36211,-1.45392,-1.12565,-1.10539,MESDC2,,,
0.540547,-2.33939,-0.17206,-0.919669,-2.13969,-0.0830207,RCN2,,,
-3.08468,-2.53451,-1.01553,-2.46275,-1.54186,-2.13142,CTSD,,,
0.742235,-1.09697,0.67423,0.860929,-0.797961,0.0466146,DKFZp781D1416,,,
-1.29046,1.21427,1.0368,0.543087,0.65101,1.2251,STK11,,,
NaN,-0.120228,-0.530884,1.55278,0.99462,0.528962,KMT2A,,,
0.75348,0.965103,0.708581,-0.100555,0.767533,-0.349807,IFT46,,,
NaN,NaN,NaN,-1.08444,NaN,NaN,MMP8,,,
NaN,-1.40817,NaN,NaN,NaN,NaN,ZNF541,,,
-0.534158,-2.10005,0.937265,NaN,NaN,1.26163,KPTN,,,
-0.67218,-0.539788,0.135561,-0.709446,-0.397188,0.321128,KIF14,,,
0.340003,-0.522177,-0.255381,2.26606,-2.61391,-3.6183,DDX59,,,
0.546952,0.861111,-0.00712442,-1.23768,0.126799,0.742167,CAMSAP2,,,
0.217995,-1.08248,-1.8069,-0.851236,-2.0727,0.0392351,ATF6,,,
1.18402,NaN,0.208566,1.30308,NaN,NaN,MREG,,,
1.15204,-0.0389383,-0.82827,NaN,-1.01351,0.485133,FASTKD2,,,
